Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type
ENSG00000110046	11	64894546	64917248	-1	ATG2A	protein_coding
ENSG00000023191	11	494512	507300	-1	RNH1	protein_coding
ENSG00000128739	15	24823637	24978723	1	SNRPN	protein_coding
ENSG00000156218	15	83654086	84039842	1	ADAMTSL3	protein_coding
ENSG00000180879	X	153793516	153798505	1	SSR4	protein_coding
ENSG00000137558	8	74824534	74855029	1	PI15	protein_coding
ENSG00000168993	4	784957	826198	-1	CPLX1	protein_coding
ENSG00000153922	5	98853985	98928957	-1	CHD1	protein_coding
ENSG00000160193	21	42843094	42879568	-1	WDR4	protein_coding
ENSG00000204136	9	121444991	121500027	-1	GGTA1P	transcribed_unitary_pseudogene
ENSG00000106003	7	2512529	2529177	1	LFNG	protein_coding
ENSG00000157303	9	93058688	93085138	1	SUSD3	protein_coding
ENSG00000161513	17	74862497	74873031	-1	FDXR	protein_coding
ENSG00000034510	2	84905625	84906675	1	TMSB10	protein_coding
ENSG00000228867	CHR_HSCHR6_MHC_MANN_CTG1	30732707	30736080	-1	NRM	protein_coding
ENSG00000090776	X	68828997	68842147	1	EFNB1	protein_coding
ENSG00000163072	2	168786539	168865514	1	NOSTRIN	protein_coding
ENSG00000234328	CHR_HSCHR6_MHC_SSTO_CTG1	32001268	32005126	-1	TNXA	unprocessed_pseudogene
ENSG00000123143	19	14433053	14471867	1	PKN1	protein_coding
ENSG00000171241	16	46580554	46621626	-1	SHCBP1	protein_coding
ENSG00000276495	CHR_HSCHR15_4_CTG8	29060035	29259075	1	APBA2	protein_coding
ENSG00000166171	10	101570560	101609668	1	DPCD	protein_coding
ENSG00000085741	11	76186325	76210736	-1	WNT11	protein_coding
ENSG00000272765	CHR_HSCHR22_1_CTG1	42085525	42090955	-1	NDUFA6	protein_coding
ENSG00000145736	5	71032670	71067689	-1	GTF2H2	protein_coding
ENSG00000183579	22	28883592	29057487	1	ZNRF3	protein_coding
ENSG00000136159	13	48037567	48047222	1	NUDT15	protein_coding
ENSG00000120889	8	23020133	23069179	-1	TNFRSF10B	protein_coding
ENSG00000120948	1	11012344	11026420	1	TARDBP	protein_coding
ENSG00000141385	18	12328944	12377314	-1	AFG3L2	protein_coding
ENSG00000108506	17	61865367	61928016	-1	INTS2	protein_coding
ENSG00000281484	CHR_HSCHR21_6_CTG1_1	17604145	17612947	-1	BTG3	protein_coding
ENSG00000107262	9	33247820	33264720	-1	BAG1	protein_coding
ENSG00000099622	19	1259384	1274880	1	CIRBP	protein_coding
ENSG00000100344	22	43923739	43964488	1	PNPLA3	protein_coding
ENSG00000171053	11	125746293	125749867	1	PATE1	protein_coding
ENSG00000105649	19	18196784	18204074	-1	RAB3A	protein_coding
ENSG00000161955	17	7558292	7561608	1	TNFSF13	protein_coding
ENSG00000007264	19	3777970	3802129	-1	MATK	protein_coding
ENSG00000237649	6	33391536	33409924	1	KIFC1	protein_coding
ENSG00000275338	CHR_HSCHR16_CTG2	425619	526533	1	RAB11FIP3	protein_coding
ENSG00000172318	2	167868948	167874041	1	B3GALT1	protein_coding
ENSG00000183617	19	3762664	3768575	1	MRPL54	protein_coding
ENSG00000092439	15	50552473	50686815	-1	TRPM7	protein_coding
ENSG00000148737	10	112950250	113167678	1	TCF7L2	protein_coding
ENSG00000007923	1	6634168	6701924	-1	DNAJC11	protein_coding
ENSG00000136160	13	77895481	77975529	-1	EDNRB	protein_coding
ENSG00000185808	21	37059170	37073170	-1	PIGP	protein_coding
ENSG00000065809	10	14518557	14774897	-1	FAM107B	protein_coding
ENSG00000172171	17	30897336	30906820	-1	TEFM	protein_coding
ENSG00000241166	CHR_HSCHR6_MHC_DBB_CTG1	30249873	30257227	1	HLA-L	transcribed_unprocessed_pseudogene
ENSG00000111254	12	4615508	4649047	-1	AKAP3	protein_coding
ENSG00000123584	X	149781930	149787737	1	MAGEA9	protein_coding
ENSG00000175787	9	94259311	94301454	1	ZNF169	protein_coding
ENSG00000128573	7	114086327	114693772	1	FOXP2	protein_coding
ENSG00000122550	7	23105758	23177914	1	KLHL7	protein_coding
ENSG00000111879	6	118959763	119149387	-1	FAM184A	protein_coding
ENSG00000184574	12	6618835	6636447	-1	LPAR5	protein_coding
ENSG00000091513	3	133745956	133796640	1	TF	protein_coding
ENSG00000227458	CHR_HSCHR6_MHC_DBB_CTG1	30126433	30139059	1	TRIM40	protein_coding
ENSG00000168329	3	39263494	39281735	-1	CX3CR1	protein_coding
ENSG00000228712	CHR_HSCHR6_MHC_COX_CTG1	33126266	33128451	1	HSD17B8	protein_coding
ENSG00000144867	3	133784033	133825772	1	SRPRB	protein_coding
ENSG00000111981	6	149964007	149973710	1	ULBP1	protein_coding
ENSG00000243570	CHR_HSCHR6_MHC_MCF_CTG1	32022093	32028527	1	CFB	protein_coding
ENSG00000130545	19	6463777	6467221	1	CRB3	protein_coding
ENSG00000171681	12	14365632	14502935	1	ATF7IP	protein_coding
ENSG00000154917	3	133824239	133895836	-1	RAB6B	protein_coding
ENSG00000168334	3	39183210	39192596	-1	XIRP1	protein_coding
ENSG00000206557	3	32818018	32897826	1	TRIM71	protein_coding
ENSG00000109851	11	20156155	20160613	-1	DBX1	protein_coding
ENSG00000188486	11	119093854	119095467	-1	H2AFX	protein_coding
ENSG00000147679	8	116766503	116849463	1	UTP23	protein_coding
ENSG00000105290	19	35867899	35879791	1	APLP1	protein_coding
ENSG00000197771	10	119829404	119892556	-1	MCMBP	protein_coding
ENSG00000104728	8	1823976	1958641	1	ARHGEF10	protein_coding
ENSG00000149823	11	65089324	65111860	1	VPS51	protein_coding
ENSG00000167768	12	52674736	52680407	-1	KRT1	protein_coding
ENSG00000055609	7	152134922	152436005	-1	KMT2C	protein_coding
ENSG00000067715	12	78863993	79452008	1	SYT1	protein_coding
ENSG00000163273	2	231921820	231926403	-1	NPPC	protein_coding
ENSG00000164266	5	147824568	147831786	-1	SPINK1	protein_coding
ENSG00000136560	2	161136908	161236221	1	TANK	protein_coding
ENSG00000158106	8	143368887	143384220	1	RHPN1	protein_coding
ENSG00000165457	11	72216601	72221950	1	FOLR2	protein_coding
ENSG00000273859	CHR_HSCHR11_1_CTG8	560418	564036	1	RASSF7	protein_coding
ENSG00000150401	13	113455819	113490952	-1	DCUN1D2	protein_coding
ENSG00000168301	3	58492114	58502360	1	KCTD6	protein_coding
ENSG00000130147	2	234951973	235055714	1	SH3BP4	protein_coding
ENSG00000055130	7	148697914	148801036	1	CUL1	protein_coding
ENSG00000274474	CHR_HSCHR17_2_CTG2	1247054	1303157	-1	YWHAE	protein_coding
ENSG00000151623	4	148078762	148444698	-1	NR3C2	protein_coding
ENSG00000156103	8	88032009	88328025	-1	MMP16	protein_coding
ENSG00000124570	6	2948159	2972165	-1	SERPINB6	protein_coding
ENSG00000138623	15	74409289	74433958	-1	SEMA7A	protein_coding
ENSG00000101444	20	34280268	34311802	-1	AHCY	protein_coding
ENSG00000136854	9	127579370	127696027	1	STXBP1	protein_coding
ENSG00000171596	2	231523160	231530495	-1	NMUR1	protein_coding
ENSG00000168874	2	85751344	85788066	1	ATOH8	protein_coding
ENSG00000172831	16	66934444	66945096	1	CES2	protein_coding
ENSG00000273884	CHR_HSCHR19LRC_COX2_CTG3_1	54294043	54306352	-1	LILRA3	protein_coding
ENSG00000136271	7	44565417	44575051	-1	DDX56	protein_coding
ENSG00000140526	15	89087459	89202360	1	ABHD2	protein_coding
ENSG00000114200	3	165772904	165837472	-1	BCHE	protein_coding
ENSG00000112304	6	24667035	24705065	1	ACOT13	protein_coding
ENSG00000173838	17	62701314	62808344	-1	MARCH10	protein_coding
ENSG00000177324	X	18162931	18220883	-1	BEND2	protein_coding
ENSG00000137198	6	16238580	16295549	1	GMPR	protein_coding
ENSG00000198286	7	2906141	3043945	-1	CARD11	protein_coding
ENSG00000179403	1	1434861	1442882	1	VWA1	protein_coding
ENSG00000090686	1	21678298	21783606	-1	USP48	protein_coding
ENSG00000095564	10	91923769	92030325	1	BTAF1	protein_coding
ENSG00000110048	11	59574398	59616144	-1	OSBP	protein_coding
ENSG00000047849	3	47850690	48089272	-1	MAP4	protein_coding
ENSG00000064961	19	3572777	3579088	1	HMG20B	protein_coding
ENSG00000278613	CHR_HSCHR5_2_CTG1_1	69602550	69659159	1	NAIP	protein_coding
ENSG00000206378	CHR_HSCHR6_MHC_QBL_CTG1	31853571	31869426	-1	SLC44A4	protein_coding
ENSG00000115825	2	37250502	37324808	-1	PRKD3	protein_coding
ENSG00000213619	11	47565336	47584562	1	NDUFS3	protein_coding
ENSG00000128242	22	30554635	30574587	-1	GAL3ST1	protein_coding
ENSG00000122912	10	68477999	68527474	-1	SLC25A16	protein_coding
ENSG00000134588	X	133024631	133097109	-1	USP26	protein_coding
ENSG00000181408	17	82374230	82375586	1	UTS2R	protein_coding
ENSG00000116044	2	177227595	177392697	-1	NFE2L2	protein_coding
ENSG00000114446	3	108160812	108222570	-1	IFT57	protein_coding
ENSG00000062716	17	59707192	59842255	1	VMP1	protein_coding
ENSG00000140326	15	42723544	42737128	-1	CDAN1	protein_coding
ENSG00000128512	7	111726110	112206411	-1	DOCK4	protein_coding
ENSG00000149100	11	32583798	32606262	1	EIF3M	protein_coding
ENSG00000183960	3	19148454	19535646	1	KCNH8	protein_coding
ENSG00000120500	X	70268305	70281840	1	ARR3	protein_coding
ENSG00000106236	7	98617297	98629868	1	NPTX2	protein_coding
ENSG00000106803	9	99222064	99230615	1	SEC61B	protein_coding
ENSG00000237825	CHR_HSCHR6_MHC_DBB_CTG1	33269579	33277249	-1	RGL2	protein_coding
ENSG00000173545	5	16451519	16465792	-1	ZNF622	protein_coding
ENSG00000270885	17	35731649	35743521	1	RASL10B	protein_coding
ENSG00000240694	8	26504686	26514092	-1	PNMA2	protein_coding
ENSG00000100987	20	25070885	25082365	-1	VSX1	protein_coding
ENSG00000183323	5	69280175	69332809	-1	CCDC125	protein_coding
ENSG00000154310	3	171061339	171460408	-1	TNIK	protein_coding
ENSG00000104760	8	17864380	17910365	-1	FGL1	protein_coding
ENSG00000101680	18	6941744	7117814	-1	LAMA1	protein_coding
ENSG00000181649	11	2928273	2929455	-1	PHLDA2	protein_coding
ENSG00000169855	3	78597240	79767815	-1	ROBO1	protein_coding
ENSG00000075711	3	197042560	197299300	-1	DLG1	protein_coding
ENSG00000197283	6	33419661	33457541	1	SYNGAP1	protein_coding
ENSG00000152601	3	152243828	152465780	1	MBNL1	protein_coding
ENSG00000213654	6	32190766	32195523	-1	GPSM3	protein_coding
ENSG00000157017	3	10285675	10292947	-1	GHRL	protein_coding
ENSG00000169439	8	96493351	96611780	1	SDC2	protein_coding
ENSG00000241910	CHR_HSCHR6_MHC_MCF_CTG1	32846263	32850548	-1	HLA-DOB	protein_coding
ENSG00000165916	11	47418769	47426473	-1	PSMC3	protein_coding
ENSG00000134575	11	47239302	47248906	-1	ACP2	protein_coding
ENSG00000047365	4	35948221	36244509	-1	ARAP2	protein_coding
ENSG00000204634	2	101007617	101252866	-1	TBC1D8	protein_coding
ENSG00000188613	10	119029716	119033732	1	NANOS1	protein_coding
ENSG00000125970	20	33993646	34108308	1	RALY	protein_coding
ENSG00000154240	17	65635538	66192084	-1	CEP112	protein_coding
ENSG00000108821	17	50183289	50201632	-1	COL1A1	protein_coding
ENSG00000175063	20	45812576	45816957	1	UBE2C	protein_coding
ENSG00000186918	8	28345585	28402701	-1	ZNF395	protein_coding
ENSG00000168961	17	27629798	27649560	1	LGALS9	protein_coding
ENSG00000172766	13	41311205	41377030	1	NAA16	protein_coding
ENSG00000153044	5	69189548	69210357	1	CENPH	protein_coding
ENSG00000278243	CHR_HSCHR8_3_CTG7	143612618	143618048	-1	TSTA3	protein_coding
ENSG00000076944	19	7636881	7647873	1	STXBP2	protein_coding
ENSG00000091947	17	44011188	44023946	-1	TMEM101	protein_coding
ENSG00000141068	17	27456470	27626438	1	KSR1	protein_coding
ENSG00000152253	2	168834132	168913371	-1	SPC25	protein_coding
ENSG00000148175	9	121338988	121370304	-1	STOM	protein_coding
ENSG00000282230	CHR_HSCHR8_9_CTG1	39101863	39105144	1	ADAM9	protein_coding
ENSG00000118046	19	1177558	1228435	1	STK11	protein_coding
ENSG00000078900	1	3652520	3736201	1	TP73	protein_coding
ENSG00000275272	CHR_HSCHR4_1_CTG9	68310387	68350089	-1	YTHDC1	protein_coding
ENSG00000262024	CHR_HSCHR22_1_CTG1	42147859	42203293	-1	TCF20	protein_coding
ENSG00000277439	CHR_HSCHR19_4_CTG3_1	55021820	55046379	-1	GP6	protein_coding
ENSG00000275214	CHR_HSCHR14_7_CTG1	94104836	94116698	1	IFI27	protein_coding
ENSG00000134107	3	4979116	4985323	1	BHLHE40	protein_coding
ENSG00000172123	17	35411060	35433283	-1	SLFN12	protein_coding
ENSG00000108370	17	65100812	65227703	1	RGS9	protein_coding
ENSG00000164244	5	127517609	127555089	1	PRRC1	protein_coding
ENSG00000140262	15	56918623	57299281	1	TCF12	protein_coding
ENSG00000228978	CHR_HSCHR6_MHC_APD_CTG1	31643520	31645322	1	TNF	protein_coding
ENSG00000167508	16	88651935	88663161	-1	MVD	protein_coding
ENSG00000175513	11	65945445	65959963	1	TSGA10IP	protein_coding
ENSG00000119655	14	74476192	74494177	-1	NPC2	protein_coding
ENSG00000079819	6	130839347	131063322	-1	EPB41L2	protein_coding
ENSG00000143006	1	53459399	53467488	1	DMRTB1	protein_coding
ENSG00000007047	19	45079288	45305283	1	MARK4	protein_coding
ENSG00000136040	12	94148723	94307675	1	PLXNC1	protein_coding
ENSG00000105618	19	54115410	54131719	1	PRPF31	protein_coding
ENSG00000169372	12	93677375	93894840	1	CRADD	protein_coding
ENSG00000276180	6	27138588	27139881	1	HIST1H4I	protein_coding
ENSG00000213937	16	3012456	3014505	1	CLDN9	protein_coding
ENSG00000105619	19	54107013	54115675	-1	TFPT	protein_coding
ENSG00000125848	20	14322988	14337616	-1	FLRT3	protein_coding
ENSG00000232957	CHR_HSCHR6_MHC_SSTO_CTG1	33144838	33150271	-1	HLA-DOA	protein_coding
ENSG00000241595	17	41249687	41250653	1	KRTAP9-4	protein_coding
ENSG00000244537	17	41177446	41178208	-1	KRTAP4-2	protein_coding
ENSG00000139233	12	66116555	66130768	-1	LLPH	protein_coding
ENSG00000089356	19	35115879	35124324	1	FXYD3	protein_coding
ENSG00000230907	CHR_HSCHR6_MHC_COX_CTG1	32077157	32078741	-1	FKBPL	protein_coding
ENSG00000108511	17	48595751	48604992	-1	HOXB6	protein_coding
ENSG00000129749	11	3665587	3671384	-1	CHRNA10	protein_coding
ENSG00000105711	19	35030466	35040449	1	SCN1B	protein_coding
ENSG00000197102	14	101964510	102056443	1	DYNC1H1	protein_coding
ENSG00000175581	11	73787316	73865133	1	MRPL48	protein_coding
ENSG00000162402	1	55066359	55215113	-1	USP24	protein_coding
ENSG00000151468	10	12896625	13099652	-1	CCDC3	protein_coding
ENSG00000111799	6	75084326	75206051	-1	COL12A1	protein_coding
ENSG00000116793	1	113696831	113759489	-1	PHTF1	protein_coding
ENSG00000204560	6	30653119	30673037	-1	DHX16	protein_coding
ENSG00000182687	17	76074794	76077541	1	GALR2	protein_coding
ENSG00000145945	6	3849373	3851320	1	FAM50B	protein_coding
ENSG00000116133	1	54849627	54887271	-1	DHCR24	protein_coding
ENSG00000168453	8	22114415	22133384	-1	HR	protein_coding
ENSG00000159899	9	35792154	35809732	1	NPR2	protein_coding
ENSG00000112343	6	25962802	25991226	1	TRIM38	protein_coding
ENSG00000111731	12	22448583	22544546	-1	C2CD5	protein_coding
ENSG00000257594	12	89519408	89524806	-1	GALNT4	protein_coding
ENSG00000121851	1	145964702	145978848	1	POLR3GL	protein_coding
ENSG00000205659	14	74084796	74201235	1	LIN52	protein_coding
ENSG00000155229	10	97458324	97498794	-1	MMS19	protein_coding
ENSG00000171793	1	40979335	41012565	1	CTPS1	protein_coding
ENSG00000100629	14	80476983	80959517	-1	CEP128	protein_coding
ENSG00000099949	22	20982013	20999038	1	LZTR1	protein_coding
ENSG00000100612	14	60144120	60169856	-1	DHRS7	protein_coding
ENSG00000166145	15	40844018	40858207	1	SPINT1	protein_coding
ENSG00000174652	19	9412461	9435578	-1	ZNF266	protein_coding
ENSG00000149177	11	47980558	48170841	1	PTPRJ	protein_coding
ENSG00000140750	16	24919385	25015666	-1	ARHGAP17	protein_coding
ENSG00000063978	4	2462220	2625320	1	RNF4	protein_coding
ENSG00000233911	CHR_HSCHR6_MHC_COX_CTG1	31156880	31163254	-1	POU5F1	protein_coding
ENSG00000145901	5	151029945	151093577	-1	TNIP1	protein_coding
ENSG00000132518	17	8002594	8020339	1	GUCY2D	protein_coding
ENSG00000100413	22	41525804	41544606	-1	POLR3H	protein_coding
ENSG00000171303	2	26692690	26733420	1	KCNK3	protein_coding
ENSG00000155252	10	97640686	97676434	1	PI4K2A	protein_coding
ENSG00000142273	19	44777869	44800652	1	CBLC	protein_coding
ENSG00000171853	2	3379675	3485094	1	TRAPPC12	protein_coding
ENSG00000138593	15	48988476	49046563	-1	SECISBP2L	protein_coding
ENSG00000169760	3	173396284	174286644	1	NLGN1	protein_coding
ENSG00000121797	3	46407163	46412997	1	CCRL2	protein_coding
ENSG00000005801	11	3339261	3379222	-1	ZNF195	protein_coding
ENSG00000197063	17	81918270	81927714	-1	MAFG	protein_coding
ENSG00000108433	17	46923075	46975524	1	GOSR2	protein_coding
ENSG00000114374	Y	12701231	12860839	1	USP9Y	protein_coding
ENSG00000005700	6	82169983	82247754	-1	IBTK	protein_coding
ENSG00000223465	CHR_HSCHR6_MHC_DBB_CTG1	31568266	31571053	1	LST1	protein_coding
ENSG00000168411	16	74621394	74666881	-1	RFWD3	protein_coding
ENSG00000025156	6	122399546	122433119	1	HSF2	protein_coding
ENSG00000165140	9	94603133	94640249	-1	FBP1	protein_coding
ENSG00000130957	9	94558720	94593793	-1	FBP2	protein_coding
ENSG00000095917	16	1256059	1258998	1	TPSD1	protein_coding
ENSG00000167779	12	53097436	53102345	1	IGFBP6	protein_coding
ENSG00000166068	15	38252326	38357249	1	SPRED1	protein_coding
ENSG00000121807	3	46353734	46360928	1	CCR2	protein_coding
ENSG00000100220	22	32387582	32412255	-1	RTCB	protein_coding
ENSG00000113269	5	179911651	180072118	-1	RNF130	protein_coding
ENSG00000255302	15	48877886	48880183	1	EID1	protein_coding
ENSG00000188906	12	40196744	40369285	1	LRRK2	protein_coding
ENSG00000151012	4	138164097	138242349	-1	SLC7A11	protein_coding
ENSG00000196262	7	44796680	44824564	1	PPIA	protein_coding
ENSG00000165124	9	110365251	110579880	-1	SVEP1	protein_coding
ENSG00000183337	X	40049815	40177329	-1	BCOR	protein_coding
ENSG00000112200	6	57086844	57170307	1	ZNF451	protein_coding
ENSG00000135365	11	45929323	46121178	-1	PHF21A	protein_coding
ENSG00000147443	8	21908873	21913860	-1	DOK2	protein_coding
ENSG00000163818	3	45823316	45916042	-1	LZTFL1	protein_coding
ENSG00000167173	15	75195643	75212169	1	C15orf39	protein_coding
ENSG00000197822	5	69492292	69558104	1	OCLN	protein_coding
ENSG00000172375	11	119102198	119118544	1	C2CD2L	protein_coding
ENSG00000109084	17	28319095	28328685	1	TMEM97	protein_coding
ENSG00000163098	19	53289601	53291626	-1	BIRC8	protein_coding
ENSG00000090863	16	74447427	74607144	-1	GLG1	protein_coding
ENSG00000163710	3	142815922	142889206	-1	PCOLCE2	protein_coding
ENSG00000111644	12	6638075	6647460	-1	ACRBP	protein_coding
ENSG00000165584	X	48346428	48356707	-1	SSX3	protein_coding
ENSG00000158806	8	22024125	22036897	1	NPM2	protein_coding
ENSG00000196584	7	152644779	152676165	-1	XRCC2	protein_coding
ENSG00000067900	18	20946906	21111851	-1	ROCK1	protein_coding
ENSG00000162645	1	89106132	89150456	-1	GBP2	protein_coding
ENSG00000172757	11	65823022	65862026	-1	CFL1	protein_coding
ENSG00000133216	1	22710839	22921500	1	EPHB2	protein_coding
ENSG00000160563	9	131860107	132079908	-1	MED27	protein_coding
ENSG00000081803	7	122318425	122886759	-1	CADPS2	protein_coding
ENSG00000155660	7	149003062	149028641	-1	PDIA4	protein_coding
ENSG00000081154	3	101574095	101594437	1	PCNP	protein_coding
ENSG00000134769	18	34493290	34891844	1	DTNA	protein_coding
ENSG00000076984	19	7903843	7914478	1	MAP2K7	protein_coding
ENSG00000174173	3	101561862	101566446	1	TRMT10C	protein_coding
ENSG00000100296	22	29505879	29555216	-1	THOC5	protein_coding
ENSG00000278415	CHR_HSCHR19LRC_COX2_CTG3_1	54545136	54562282	1	FCAR	protein_coding
ENSG00000188488	14	94561442	94593120	1	SERPINA5	protein_coding
ENSG00000130726	19	58544091	58550722	1	TRIM28	protein_coding
ENSG00000153064	4	101411286	102074812	1	BANK1	protein_coding
ENSG00000123119	8	90791550	90959408	1	NECAB1	protein_coding
ENSG00000123130	X	23702253	23766475	-1	ACOT9	protein_coding
ENSG00000163512	3	28315003	28349127	-1	AZI2	protein_coding
ENSG00000068308	X	48922028	48958386	-1	OTUD5	protein_coding
ENSG00000099139	9	75890644	76362339	1	PCSK5	protein_coding
ENSG00000182173	17	75516060	75524739	1	TSEN54	protein_coding
ENSG00000100170	22	32043032	32113029	1	SLC5A1	protein_coding
ENSG00000173372	1	22636506	22639608	1	C1QA	protein_coding
ENSG00000198523	6	118548298	118560730	1	PLN	protein_coding
ENSG00000184792	22	30693782	30907824	1	OSBP2	protein_coding
ENSG00000168038	3	41246599	41962430	-1	ULK4	protein_coding
ENSG00000153989	6	117675502	117710640	1	NUS1	protein_coding
ENSG00000099810	9	21802543	21937651	1	MTAP	protein_coding
ENSG00000161270	19	35825964	35869287	-1	NPHS1	protein_coding
ENSG00000047315	4	56977722	57031168	1	POLR2B	protein_coding
ENSG00000120708	5	136028895	136063818	1	TGFBI	protein_coding
ENSG00000274611	17	38181659	38192541	-1	TBC1D3	protein_coding
ENSG00000142178	21	43414483	43427189	-1	SIK1	protein_coding
ENSG00000256269	11	119084866	119093549	1	HMBS	protein_coding
ENSG00000235176	CHR_HSCHR6_MHC_MANN_CTG1	30054063	30060065	1	ZNRD1	protein_coding
ENSG00000126353	17	40553769	40565472	-1	CCR7	protein_coding
ENSG00000147592	8	70635318	70669174	-1	LACTB2	protein_coding
ENSG00000116396	1	110211343	110283100	1	KCNC4	protein_coding
ENSG00000276726	CHR_HSCHR16_3_CTG1	4427764	4458734	1	DNAJA3	protein_coding
ENSG00000227322	CHR_HSCHR6_MHC_COX_CTG1	33115214	33122477	-1	RXRB	protein_coding
ENSG00000225201	CHR_HSCHR6_MHC_MCF_CTG1	30567930	30572668	1	HLA-E	protein_coding
ENSG00000125755	19	45815410	45863290	-1	SYMPK	protein_coding
ENSG00000108379	17	46762506	46833154	-1	WNT3	protein_coding
ENSG00000226850	CHR_HSCHR6_MHC_MANN_CTG1	31583922	31586304	-1	ATP6V1G2	protein_coding
ENSG00000125458	17	75130225	75131795	-1	NT5C	protein_coding
ENSG00000148303	9	133348214	133351426	1	RPL7A	protein_coding
ENSG00000146670	11	65066300	65084164	-1	CDCA5	protein_coding
ENSG00000145839	5	135892246	135895827	-1	IL9	protein_coding
ENSG00000164176	5	83940554	84384793	-1	EDIL3	protein_coding
ENSG00000131711	5	72107234	72209570	1	MAP1B	protein_coding
ENSG00000160654	11	118344344	118355161	1	CD3G	protein_coding
ENSG00000139613	12	56162983	56189567	-1	SMARCC2	protein_coding
ENSG00000108344	17	39980797	39997960	1	PSMD3	protein_coding
ENSG00000151276	3	65353525	66038834	-1	MAGI1	protein_coding
ENSG00000137384	CHR_HSCHR6_MHC_QBL_CTG1	30152741	30162231	1	TRIM15	protein_coding
ENSG00000159128	21	33402896	33479348	1	IFNGR2	protein_coding
ENSG00000056586	9	122844556	122905341	-1	RC3H2	protein_coding
ENSG00000169599	2	69395750	69437628	-1	NFU1	protein_coding
ENSG00000187079	11	12674591	12944483	1	TEAD1	protein_coding
ENSG00000198794	15	74957219	75021496	1	SCAMP5	protein_coding
ENSG00000132475	17	75776434	75785893	-1	H3F3B	protein_coding
ENSG00000115145	2	152116801	152175992	-1	STAM2	protein_coding
ENSG00000185608	22	19431902	19436075	1	MRPL40	protein_coding
ENSG00000187514	2	231706895	231713541	1	PTMA	protein_coding
ENSG00000157005	3	187668906	187670399	-1	SST	protein_coding
ENSG00000151923	10	119571802	119597029	-1	TIAL1	protein_coding
ENSG00000211679	22	22906342	22906803	1	IGLC3	IG_C_gene
ENSG00000138760	4	76158733	76234536	-1	SCARB2	protein_coding
ENSG00000166508	7	100092728	100101940	-1	MCM7	protein_coding
ENSG00000274952	CHR_HSCHR19LRC_COX1_CTG3_1	54669793	54684345	1	KIR2DL3	protein_coding
ENSG00000057149	18	63655197	63661963	-1	SERPINB3	protein_coding
ENSG00000187688	17	16415542	16437003	1	TRPV2	protein_coding
ENSG00000099995	22	30331988	30356947	-1	SF3A1	protein_coding
ENSG00000176953	16	28950807	28967097	1	NFATC2IP	protein_coding
ENSG00000158987	5	131423921	131635236	-1	RAPGEF6	protein_coding
ENSG00000156642	15	73560014	73634134	-1	NPTN	protein_coding
ENSG00000242114	22	30425530	30429053	1	MTFP1	protein_coding
ENSG00000138031	2	24819169	24919839	-1	ADCY3	protein_coding
ENSG00000138622	15	73319859	73369264	-1	HCN4	protein_coding
ENSG00000132824	20	44496221	44522109	-1	SERINC3	protein_coding
ENSG00000182871	21	45405137	45513720	1	COL18A1	protein_coding
ENSG00000233314	CHR_HSCHR6_MHC_APD_CTG1	30059208	30062832	1	PPP1R11	protein_coding
ENSG00000149591	11	117199321	117204782	1	TAGLN	protein_coding
ENSG00000101966	X	123859724	123913979	1	XIAP	protein_coding
ENSG00000015520	7	44512535	44541315	-1	NPC1L1	protein_coding
ENSG00000105997	7	27106184	27152581	-1	HOXA3	protein_coding
ENSG00000140545	15	88898683	88913411	-1	MFGE8	protein_coding
ENSG00000149781	11	64206678	64223886	1	FERMT3	protein_coding
ENSG00000107833	10	101781325	101783413	-1	NPM3	protein_coding
ENSG00000117751	1	27830778	27851676	1	PPP1R8	protein_coding
ENSG00000182963	17	44798448	44830816	-1	GJC1	protein_coding
ENSG00000274205	CHR_HSCHR8_3_CTG7	143703266	143709465	1	MAPK15	protein_coding
ENSG00000240508	CHR_HSCHR6_MHC_MCF_CTG1	32877612	32913027	1	PSMB9	protein_coding
ENSG00000130700	20	62463497	62475970	-1	GATA5	protein_coding
ENSG00000214367	4	2227464	2242164	-1	HAUS3	protein_coding
ENSG00000275349	CHR_HSCHR5_1_CTG1_1	70268827	70296783	1	SMN1	protein_coding
ENSG00000122574	7	29806486	29917066	1	WIPF3	protein_coding
ENSG00000104490	8	101686543	102124907	-1	NCALD	protein_coding
ENSG00000173535	8	23102590	23117437	1	TNFRSF10C	protein_coding
ENSG00000271447	17	35756249	35795707	-1	MMP28	protein_coding
ENSG00000119541	18	63389190	63422483	-1	VPS4B	protein_coding
ENSG00000274352	CHR_HSCHR8_3_CTG7	143671459	143700905	1	ZNF707	protein_coding
ENSG00000071575	2	12716889	12742734	1	TRIB2	protein_coding
ENSG00000141026	17	17476986	17493226	1	MED9	protein_coding
ENSG00000132274	11	5689689	5737089	1	TRIM22	protein_coding
ENSG00000164122	4	176213673	176277571	-1	ASB5	protein_coding
ENSG00000171858	20	62387116	62388520	1	RPS21	protein_coding
ENSG00000099954	22	17359949	17558149	1	CECR2	protein_coding
ENSG00000224994	CHR_HSCHR6_MHC_COX_CTG1	30316275	30333529	1	TRIM39	protein_coding
ENSG00000124535	6	2765414	2786952	1	WRNIP1	protein_coding
ENSG00000213588	6	33453970	33457548	1	ZBTB9	protein_coding
ENSG00000126562	17	42780678	42796936	1	WNK4	protein_coding
